小韻次序	代表字	全部字	反切	編碼	切韻拼音	unt切韻擬音L	unt切韻擬音J	潘悟雲擬音
215	猆	猆飛扉緋𩙲非馡𩹉騛騑誹餥	甫微	AIA	puj	puj	pʋuj	pu̯ɨi˧
216	肥	肥腓䈈淝𤷂痱蜰𩇯蟦賁裴	符非	CIA	buj	buj	bʋuj	bu̯ɨi˧
217	威	威葳隇㟪蝛鰄媁楲	於非	hII	quj	ʔuj	ʔuj	ʔʷɨi˧
218	祈	祈頎旂𩴆畿㙨崎碕圻刏𧰙𦠄俟幾蚚玂蟣岓𪙧	渠希	fIA	gyj	ɡɨj	ɡɨj	ɡɨi˧
219	機	機譏蘄嘰𦺬磯鞿饑禨幾䟇鐖僟璣刏𧗇	居依	dIA	kyj	kɨj	kɨj	kɨi˧
220	希	希晞莃鵗睎稀豨𧻶桸悕俙欷	香衣	iIA	hyj	xɨj	xɨj	hɨi˧
221	依	依郼衣繶㛄㐆䧇㥋	於希	hIA	qyj	ʔɨj	ʔɨj	ʔɨi˧
222	沂	沂溰	魚衣	gIA	ngyj	ŋɨj	ŋɨj	ŋɨi˧
223	巍	巍犩	語韋	gII	nguj	ŋuj	ŋuj	ŋʷɨi˧
224	歸	歸㱕騩	舉韋	dII	kuj	kuj	kuj	kʷɨi˧
225	蘬	蘬𧢦	丘韋	eII	khuj	kʰuj	kʰuj	kʰʷɨi˧
226	魚	魚𩺰漁𩼪䰻䱷齬鋙䁩衙	語居	gJA	ngyo	ŋɨə	ŋɨə	ŋɨɤ˧
227	初	初𠿝	楚居	TJA	tsrhyo	tʂʰɨə	tʂʰɨə	tʂʰɨɤ˧
228	書	書鵨瑹舒𦺗紓𨛭	傷魚	aJA	sjyo	ɕɨə	ɕɨə	ɕɨɤ˧
229	居	居𡨢据裾琚䝻鶋車蜛崌椐涺𦱅腒	九魚	dJA	kyo	kɨə	kɨə	kɨɤ˧
230	渠	渠𨎶𦄽璩磲蕖籧𥴧淭醵腒𪆫螶蟝䝣豦蘧鐻璖𨞙㯫䟊𦼫䆽𧝔懅	強魚	fJA	gyo	ɡɨə	ɡɨə	ɡɨɤ˧
231	余	余蜍藇㶛餘輿旟鵌璵艅畬𤰩𤄕歟與譽嬩舁擧妤伃㦛𪋮予㺞𩦡𧾚狳鸒雓	以諸	lJA	jyo	jɨə	jɨə	jɨɤ˧
232	胥	胥䱬䈝稰楈藇諝㥠湑蝑揟	相居	QJA	syo	sjɨə	sjɨə	sɨɤ˧
233	疽	疽岨砠䢸趄苴沮狙䏣蛆雎蒩𣻐伹坥𡳆	七余	OJA	tshyo	tsʰjɨə	tsʰjɨə	tsʰɨɤ˧
234	鉏	鉏鋤耡豠𧱑𪆷	士魚	UJA	dzryo	dʐɨə	dʐɨə	dʐɨɤ˧
235	攄	攄㯉筡摴	丑居	KJA	trhyo	ʈʰɨə	ʈʰɨə	ʈʰɨɤ˧
236	疏	䟽梳綀蔬踈𥿇釃𦌿𤕟㽰疋	所葅	VJA	sryo	ʂɨə	ʂɨə	ʂɨɤ˧
237	虛	虚驉歔噓魖𥛳	朽居	iJA	hyo	xɨə	xɨə	hɨɤ˧
238	徐	徐䣄䍱俆	似魚	RJA	zyo	zjɨə	zjɨə	zɨɤ˧
239	於	於扵箊淤唹	央居	hJA	qyo	ʔɨə	ʔɨə	ʔɨɤ˧
240	豬	豬䐗猪瀦櫫藸	陟魚	JJA	tryo	ʈɨə	ʈɨə	ʈɨɤ˧
241	臚	臚閭䰕廬蘆櫚驢藘䕡爈𤁵㠠櫖璷䮉𥶆𢣻	力居	IJA	lyo	lɨə	lɨə	lɨɤ˧
242	諸	諸櫧㶆藷𧄔䃴蠩	章魚	XJA	tjyo	tɕɨə	tɕɨə	tɕɨɤ˧
243	除	除躇儲涂篨𦿀宁㾻著滁蒢屠藸	直魚	LJA	dryo	ɖɨə	ɖɨə	ɖɨɤ˧
244	如	如蒘𨚴洳鴽𨾵𡫽茹	人諸	cJA	njyo	ɲɨə	ɲɨə	ȵɨɤ˧
245	且	且蛆苴沮	子魚	NJA	tsyo	tsjɨə	tsjɨə	tsɨɤ˧
246	虛	虚墟𥬔袪阹椐胠魼㠊𢴮㭕䒧	去魚	eJA	khyo	kʰɨə	kʰɨə	kʰɨɤ˧
247	菹	菹𧄗䶥沮	側魚	SJA	tsryo	tʂɨə	tʂɨə	tʂɨɤ˧
248	蜍	蜍𧄔	署魚	ZJA	djyo	dʑɨə	dʑɨə	dʑɨɤ˧
249	袽	袽帤𣭠蒘𣖹挐	女余	MJA	nryo	ɳɨə	ɳɨə	ɳɨɤ˧
250	虞	虞𩦢愚娛湡堣𪃍嵎髃禺隅䴁鰅鍝澞𧍪㷒齵鸆𨜖	遇俱	gKA	nguo	ŋuo	ŋuo	ŋɨu̯o̝˧
251	芻	芻犓	測隅	TKA	tsrhuo	tʂʰuo	tʂʰuo	tʂʰɨu̯o̝˧
252	無	無毋瞴膴蕪誣巫莁璑𨼊䉑鷡𦌬蝥𢜮无𢃀譕墲鵐憮䍢	武夫	DKA	muo	muo	mʋuo	mɨu̯o̝˧
253	于	于迂盂邘雩𦏴竽玗芋汙䣿杅釪𧘘骬𠌶謣䩒䢓𦱃	羽俱	kKA	uo	wuo	wuo	ɦɨu̯o̝˧
254	訏	訏吁雩欨㽳盱𧙆𥈈姁𦀒扜𠌶荂𢖳䣿旴䩒㰭虖𥈸	況于	iKA	huo	xuo	xuo	hɨu̯o̝˧
255	衢	衢劬軥氍眗䧁臞癯鴝鸜灈躣忂𩢳鼩蘧斪句蠷瞿欋葋翵翑蚼𪓞𧾱䞤𠣪絇𡱺𥃔𥗫戵鑺姁	其俱	fKA	guo	ɡuo	ɡuo	ɡɨu̯o̝˧
256	儒	儒獳濡襦懦嚅鱬𪋯嬬繻顬䞕臑醹㼱䰰	人朱	cKA	njuo	ɲuo	ɲuo	ȵɨu̯o̝˧
257	須	須鬚嬃𩓣𥪥繻𢄼𪋯需娶緰蕦鑐隃	相俞	QKA	suo	sjuo	sjuo	sɨu̯o̝˧
258	株	株誅邾鼄蛛跦袾列㦵鴸𪏿	陟輸	JKA	truo	ʈuo	ʈuo	ʈɨu̯o̝˧
259	貙	貙𤠾	敕俱	KKA	trhuo	ʈʰuo	ʈʰuo	ʈʰɨu̯o̝˧
260	殊	殊銖洙茱㼡殳𢎦㸡𦤂陎𠘧杸	市朱	ZKA	djuo	dʑuo	dʑuo	dʑɨu̯o̝˧
261	逾	逾踰窬臾楰腴諛隃鄃覦𨵦俞歈愉𢋅揄褕瑜崳㥚羭蝓榆萸堬牏渝媮𤜹㳛𤧙瘉螸蕍𦺮䩱䜽萮𧃠舀㼶騟𢔢𥯮𥔢	羊朱	lKA	juo	juo	juo	jɨu̯o̝˧
262	區	區鰸驅敺嶇軀摳䧢	豈俱	eKA	khuo	kʰuo	kʰuo	kʰɨu̯o̝˧
263	朱	朱珠侏絑秼咮鴸鮢𤝹硃	章俱	XKA	tjuo	tɕuo	tɕuo	tɕɨu̯o̝˧
264	趨	趨趍鯫	七逾	OKA	tshuo	tsʰjuo	tsʰjuo	tsʰɨu̯o̝˧
265	慺	慺蔞氀瞜䱾㟺䝏㺏摟鷜鏤䣚婁瘻𤗬膢	力朱	IKA	luo	luo	luo	lɨu̯o̝˧
266	扶	扶𢺻芙符颫鳧榑苻蚨夫𦽏𣿆枹瓿𧥱枎坿泭𣻜𤱽𣘧𣻥𢞦𦑹𦔾玸	防無	CKA	buo	buo	bʋuo	bɨu̯o̝˧
267	䅳	䅳雛鶵媰	仕于	UKA	dzruo	dʐuo	dʐuo	dʐɨu̯o̝˧
268	㑳	㑳搊	莊俱	SKA	tsruo	tʂuo	tʂuo	tʂɨu̯o̝˧
269	敷	敷麩麱孚𣞒郛鄜鋪筟俘痡殍怤䎔𧀮孵豧尃䱐罦稃𥹃莩泭郙㕊桴䒀㩤姇荂紨䓵㲗䓏秿	芳無	BKA	phuo	pʰuo	pʰʋuo	pʰɨu̯o̝˧
270	諏	諏㖩𡸨娵陬嗺掫	子于	NKA	tsuo	tsjuo	tsjuo	tsɨu̯o̝˧
271	跗	跗趺膚肤邞鈇衭㠸玞𩿧𧀴簠夫鳺柎扶𩬙𩵩䄮䃿妋	甫無	AKA	puo	puo	pʋuo	pɨu̯o̝˧
272	紆	紆䩒陓扜䩽䙔蓲迂䣿㝼虶䨕	憶俱	hKA	quo	ʔuo	ʔuo	ʔɨu̯o̝˧
273	輸	輸鄃隃	式朱	aKA	sjuo	ɕuo	ɕuo	ɕɨu̯o̝˧
274	樞	樞姝𩪍袾䇬	昌朱	YKA	tjhuo	tɕʰuo	tɕʰuo	tɕʰɨu̯o̝˧
275	廚	廚蹰趎幮裯	直誅	LKA	druo	ɖuo	ɖuo	ɖɨu̯o̝˧
276	拘	拘駒䀠眗岣㪺𨞜捄跔鮈俱痀𥇛𥗫	舉朱	dKA	kuo	kuo	kuo	kɨu̯o̝˧
277	毹	毹㡏橾螋	山芻	VKA	sruo	ʂuo	ʂuo	ʂɨu̯o̝˧
278	模	模橅摸嫫㡔𨡭謨𠻚墲无䉑膜	莫胡	DLA	mo	ᵯo	mo	mu̯o˧
279	酺	酺匍蜅荹樸菩䔕蒲蒱䈻	薄胡	CLA	bo	ᵬo	bo	bu̯o˧
280	胡	胡𩑶𠴱壺狐瓳餬瑚湖鶘猢醐𪏻䊀𪍒糊弧乎𠀒𪕱瓠葫㾰魱箶䉉𥶜𧛞㯛虖	戶吳	jLA	gho	ʁo	ʁo	ɦu̯o˧
281	孤	孤苽菰胍𡗷姑辜呱泒酤觚蛄箛鴣橭𠷞沽柧𨬕䉉𧇡盬嫴罛軱箍䐻㼋	古胡	dLA	ko	qo	qo	ku̯o˧
282	徒	徒𨑒屠瘏塗途酴駼𤙛鵌涂梌㭸荼圖啚廜䣝菟捈䣄䅷嵞峹𣘻鍍䤅蒤䖘鷵筡	同都	GLA	do	do	do	du̯o˧
283	奴	奴㚢砮駑帑孥笯	乃都	HLA	no	no	no	nu̯o˧
284	呼	呼嘑虖𧦝歑戲謼膴幠葫恗軤虍苸雐䰧滹	荒烏	iLA	ho	χo	χo	hu̯o˧
285	吾	吾鼯𪁙𧋋吳浯䓊㹳㻍珸蜈郚齬鯃娪鋘梧峿麌𦨳祦	五乎	gLA	ngo	ɴo	ɴo	ŋu̯o˧
286	租	租蒩	則吾	NLA	tso	tso	tso	tsu̯o˧
287	盧	盧鑪壚籚蘆顱髗鱸攎櫨轤黸獹鸕艫纑瀘瓐爐玈𢐸㢚𤮧嚧矑㿖㭔䰕𧇄𧆨罏蠦㪭𦿊	落胡	ILA	lo	ɫo	ɫo	lu̯o˧
288	蘇	蘇穌㢝酥	素姑	QLA	so	so	so	su̯o˧
289	徂	徂䢐殂𣨐	昨胡	PLA	dzo	dzo	dzo	dzu̯o˧
290	烏	烏嗚洿汚杇圬釫鰞歍鎢㢪於瑦鄔盓螐惡扝𦶀㮧鴮	哀都	hLA	qo	ʡo	ʡo	ʔu̯o˧
291	逋	逋餔𥂈晡庯陠鵏𧻷峬誧秿鯆抪	博孤	ALA	po	ᵱo	po	pu̯o˧
292	枯	枯刳扝郀軲㱠跍挎㢪橭鮬	苦胡	eLA	kho	qʰo	qʰo	kʰu̯o˧
293	麤	麤麁𧆓𥼡觕𤿚	倉胡	OLA	tsho	tsʰo	tsʰo	tsʰu̯o˧
294	㻌	㻌稌悇嶀㻯𡸂庩䞮梌㻬捈䩣	他胡	FLA	tho	tʰo	tʰo	tʰu̯o˧
295	都	都𥳉闍𦘴𧷿醏䩲	當孤	ELA	to	to	to	tu̯o˧
296	𥠵	𥠵鋪鯆𩹲𨁏痡誧豧陠墲䮒𢼹	普胡	BLA	pho	ᵱʰo	pʰo	pʰu̯o˧
297	齊	齊臍麡蠐𪗍懠䶒癠𨥳	徂奚	PMA	dzej	dzej	dzej	dzei˧
298	黎	黎犁𤛿莉黧藜鯬𦃇盠邌𨛫廲蔾筣驪瓈𥌛𩧋㦒謧𨿯	郎奚	IMA	lej	ɫej	ɫej	lei˧
299	妻	妻萋淒凄悽鶈郪緀齌霋	七稽	OMA	tshej	tsʰej	tsʰej	tsʰei˧
300	低	低氐袛磾鞮腣羝眡隄堤岻䧑奃趆𡰖鍉柢䐎䚣𥿄揥㓳䬫	都奚	EMA	tej	tej	tej	tei˧
301	嗁	嗁啼㖒蹏蹄𥶛提詆瑅隄桋題媞𧡨綈罤𣹲𣖅締蕛稊𦯔䬾醍褆鵜荑禔䱱崹緹鷤鼶騠折䨑銕䱱䖙𥉘䬫䚣𢔭謕𡰄厗𪂿鶙𡰖蝭𨪉鴺㡗銻鮷趧𧋘鮧鯷䐎	杜奚	GMA	dej	dej	dej	dei˧
302	豍	豍㡙螕㯅𦱔蓖𦀘篦梐𥏠𨻼狴箄鎞悂䚜	邊兮	AMA	pej	ᵱej	pej	pei˧
303	雞	雞鷄稽枅笄㮷䗗卟𥝌𨪴	古奚	dMA	kej	qej	qej	kei˧
304	奚	奚豯徯㜎蹊螇榽騱胿𡗞郋𪓷傒嵇兮鼷蒵貕	胡雞	jMA	ghej	ʁej	ʁej	ɦei˧
305	鷖	鷖翳𧫦嫛黳𦎣㙠䃜黟繄䚷𣕁	烏奚	hMA	qej	ʡej	ʡej	ʔei˧
306	倪	倪蜺霓郳齯婗輗棿猊麑貎鯢兒䘽𠆵觬𣕁㪒	五稽	gMA	ngej	ɴej	ɴej	ŋei˧
307	醯	醯䒊𦫬㡗橀忚	呼雞	iMA	hej	χej	χej	hei˧
308	西	西卤𠧧棲栖㽄犀嘶撕㾷𤺊㯕屖𧬊粞𠞂	先稽	QMA	sej	sej	sej	sei˧
309	梯	梯睇鷈𠥸䖙㔸𨁃謕𩤽	土雞	FMA	thej	tʰej	tʰej	tʰei˧
310	鼙	鼙鞞椑膍崥㼰笓	部迷	CMA	bej	ᵬej	bej	bei˧
311	磇	磇𨻼𠜱𪄆錍批鈚	匹迷	BMA	phej	ᵱʰej	pʰej	pʰei˧
312	齎	齎賷𩐒齏𧅱𨥳櫅䂑擠齌躋隮麡𢥎啙	祖稽	NMA	tsej	tsej	tsej	tsei˧
313	迷	迷𡝠䤍麛𧠠𪓬	莫兮	DMA	mej	ᵯej	mej	mei˧
314	泥	泥埿屔臡	奴低	HMA	nej	nej	nej	nei˧
315	谿	谿嵠溪磎鸂檕螇𤳤	苦奚	eMA	khej	qʰej	qʰej	kʰei˧
316	圭	圭珪邽閨袿窐鮭𪊧洼𨾴𡌲胿𦓯㰪茥	古攜	dMI	kwej	qwej	qwej	kʷei˧
317	睽	睽奎湀刲𠝥茥䯓聧鮭䖯蝰㨒楏藈𡐠	苦圭	eMI	khwej	qʰwej	qʰwej	kʰʷei˧
318	攜	攜携蠵鑴窐𩰳畦驨雟酅𢥘𦋅𣫴𡸔纗讗㔒䙵黊𡰢眭觿䀘	戶圭	jMI	ghwej	ʁwej	ʁwej	ɦʷei˧
319	臡	臡	人兮	cNA	njiej	ɲej (ɲie)	ɲej (ɲie)	ȵiᴇi˧
320	栘	栘	成臡	ZNA	djiej	dʑej (dʑie)	dʑej (dʑie)	dʑiᴇi˧
321	烓	烓𧟼𤮰	烏攜	hMI	qwej	ʡwej	ʡwej	ʔʷei˧
322	睳	睳	呼攜	iMI	hwej	χwej	χwej	hʷei˧
323	佳	佳街	古膎	dPA	kee	qeˤ	qeˤ	kɣɛ˧
324	㥟	㥟鮭膎鞵鞋㨙䙎榽	戶佳	jPA	ghee	ʁeˤ	ʁeˤ	ɦɣɛ˧
325	牌	牌䱝𥱼郫蠯棑犤	薄佳	CPA	bee	ᵬeˤ	beˤ	bɣɛ˧
326	媧	媧緺𧬭腡蝸騧歄	古蛙	dPI	kwee	qweˤ	qweˤ	kʷɣɛ˧
327	蛙	蛙鼃	烏媧	hPI	qwee	ʡweˤ	ʡweˤ	ʔʷɣɛ˧
328	咼	咼喎絓䓙𦹬䦱	苦緺	ePI	khwee	qʰweˤ	qʰweˤ	kʰʷɣɛ˧
329	柴	柴祡𪗶茈㧘㾹𨌅査	士佳	UPA	dzree	dʐeˤ	dʐeˤ	dʐɣɛ˧
330	釵	釵靫𩑐叉芆䐤㼮差𠞊	楚佳	TPA	tsrhee	tʂʰeˤ	tʂʰeˤ	tʂʰɣɛ˧
331	竵	竵𦶎𡁑𩝨	火媧	iPI	hwee	χweˤ	χweˤ	hʷɣɛ˧
332	䍲	䍲掜誽	㚷佳	MPA	nree	ɳeˤ	ɳeˤ	ɳɣɛ˧
333	崖	崖涯啀𪘲猚厓𩂢	五佳	gPA	ngee	ɴeˤ	ɴeˤ	ŋɣɛ˧
334	娃	娃洼哇㰪𠴺	於佳	hPA	qee	ʡeˤ	ʡeˤ	ʔɣɛ˧
335	崽	崽籭諰	山佳	VPA	sree	ʂeˤ	ʂeˤ	ʂɣɛ˧
336	㗨	㗨㰨	火佳	iPA	hee	χeˤ	χeˤ	hɣɛ˧
337	扠	扠	丑佳	KPA	trhee	ʈʰeˤ	ʈʰeˤ	ʈʰɣɛ˧
338	䁲	䁲𩍃	莫佳	DPA	mee	ᵯeˤ	meˤ	mɣɛ˧
339	鼃	鼃	戶媧	jPI	ghwee	ʁweˤ	ʁweˤ	ɦʷɣɛ˧
340	皆	皆偕䕸稭喈階𦝨薢荄痎堦楷鶛湝街𤭧𩘅蝔鍇	古諧	dQA	keej	qeˤj	qeˤj	kɣɛi˧
341	𢰇	𢰇	乙諧	hQA	qeej	ʡeˤj	ʡeˤj	ʔɣɛi˧
342	諧	諧𩤠骸瑎湝龤蝔鞋䓳	戶皆	jQA	gheej	ʁeˤj	ʁeˤj	ɦɣɛi˧
343	排	排俳輫牌猈𩑢	步皆	CQA	beej	ᵬeˤj	beˤj	bɣɛi˧
344	乖	乖𦮃𠦬㾩	古懷	dQI	kweej	qweˤj	qweˤj	kʷɣɛi˧
345	懷	懷褱櫰槐㜳𪊉㠢𤜄淮褢𧞷瀤	戶乖	jQI	ghweej	ʁweˤj	ʁweˤj	ɦʷɣɛi˧
346	匯	匯㨤㔞	苦淮	eQI	khweej	qʰweˤj	qʰweˤj	kʰʷɣɛi˧
347	豺	豺儕麡𡺵	士皆	UQA	dzreej	dʐeˤj	dʐeˤj	dʐɣɛi˧
348	差	差䞗	楚皆	TQA	tsrheej	tʂʰeˤj	tʂʰeˤj	tʂʰɣɛi˧
349	虺	虺	呼懷	iQI	hweej	χweˤj	χweˤj	hʷɣɛi˧
350	尵	尵𩓬	杜懷	LQI	drweej	ɖweˤj	ɖweˤj	ɖʷɣɛi˧
351	埋	埋薶霾㦟	莫皆	DQA	meej	ᵯeˤj	meˤj	mɣɛi˧
352	齋	齋	側皆	SQA	tsreej	tʂeˤj	tʂeˤj	tʂɣɛi˧
353	崴	崴碨䴜溾	乙乖	hQI	qweej	ʡweˤj	ʡweˤj	ʔʷɣɛi˧
354	𪘨	𪘨榸	卓皆	JQA	treej	ʈeˤj	ʈeˤj	ʈɣɛi˧
355	唻	唻	賴諧	ITA	leoj	ɫəj	ɫəj	ləi˧
356	揩	揩𦂄𢔡𥻄	口皆	eQA	kheej	qʰeˤj	qʰeˤj	kʰɣɛi˧
357	搱	摨	諾皆	MQA	nreej	ɳeˤj	ɳeˤj	ɳɣɛi˧
358	崽	崽𥳧	山皆	VQA	sreej	ʂeˤj	ʂeˤj	ʂɣɛi˧
359	𩂢	𩂢娾	擬皆	gQA	ngeej	ɴeˤj	ɴeˤj	ŋɣɛi˧
360	搋	搋	丑皆	KQA	trheej	ʈʰeˤj	ʈʰeˤj	ʈʰɣɛi˧
361	俙	𢓬	喜皆	iQA	heej	χeˤj	χeˤj	hɣɛi˧
362	䐯	䐯	力懷	IQI	lweej	ɫweˤj	ɫweˤj	lʷɣɛi˧
363	膗	膗𢶀	仕懷	UQI	dzrweej	dʐweˤj	dʐweˤj	dʐʷɣɛi˧
364	灰	灰䖶鼽豗㾯虺	呼恢	iSI	hoj	χoj	χoj	hu̯oi˧
365	恢	恢詼悝魁𥲖㷇顝盔	苦回	eSI	khoj	qʰoj	qʰoj	kʰu̯oi˧
366	隈	隈煨䋿渨椳偎𩗯揋𧤖葨鰃	烏恢	hSI	qoj	ʡoj	ʡoj	ʔu̯oi˧
367	回	回洄迴槐徊瑰蚘蛕佪烠𤜡𩢱茴	戶恢	jSI	ghoj	ʁoj	ʁoj	ɦu̯oi˧
368	枚	枚梅媒玫煤脢脄腜禖䍙莓塺鋂䊈䤂	莫杯	DSA	moj	ᵯoj	moj	mu̯oi˧
369	傀	傀𤪿𠐤瑰瓌鞼櫰膭䐩䕇	公回	dSI	koj	qoj	qoj	ku̯oi˧
370	雷	雷𩂩儡㔣瓃櫑罍鑘𦌵鐳𤮚畾轠	魯回	ISI	loj	ɫoj	ɫoj	lu̯oi˧
371	穨	穨頽㿉隤墤㢈魋尵蘈𧮓𧝋蹪𤗴	杜回	GSI	doj	doj	doj	du̯oi˧
372	崔	崔催縗𨻵𢕘𧽠	倉回	OSI	tshoj	tsʰoj	tsʰoj	tsʰu̯oi˧
373	磓	磓塠頧䭔堆鴭𠩰鎚搥䜃嵟𩈜𠂤敦𡏩	都回	ESI	toj	toj	toj	tu̯oi˧
374	𤗯	𤗯挼䪎毸嗺蓑	素回	QSI	soj	soj	soj	su̯oi˧
375	摧	摧崔慛槯檇	昨回	PSI	dzoj	dzoj	dzoj	dzu̯oi˧
376	裴	裴徘培陪𨛬䣙婄棓毰𤗏𩑢輫	薄回	CSA	boj	ᵬoj	boj	bu̯oi˧
377	桮	桮杯盃	布回	ASA	poj	ᵱoj	poj	pu̯oi˧
378	肧	肧坯㾦醅衃𩵣𤬃抔	芳杯	BSA	phoj	ᵱʰoj	pʰoj	pʰu̯oi˧
379	鮠	鮠桅嵬磑峞	五灰	gSI	ngoj	ɴoj	ɴoj	ŋu̯oi˧
380	𨌴	𨌴𨋱㷟蓷推藬㞜	他回	FSI	thoj	tʰoj	tʰoj	tʰu̯oi˧
381	𢆃	𢅼捼𨡌	乃回	HSI	noj	noj	noj	nu̯oi˧
382	嗺	嗺脧䘒𡱥	臧回	NSI	tsoj	tsoj	tsoj	tsu̯oi˧
383	咍	咍㾂𨸜	呼來	iTA	heoj	χəj	χəj	həi˧
384	開	開㱾侅奒㚊	苦哀	eTA	kheoj	qʰəj	qʰəj	kʰəi˧
385	哀	哀埃唉㶼欸毐	烏開	hTA	qeoj	ʡəj	ʡəj	ʔəi˧
386	臺	臺擡菭苔炱嬯薹䈚儓檯駘𪒴籉跆𩿡	徒哀	GTA	deoj	dəj	dəj	dəi˧
387	該	該豥垓荄郂㱯剴陔姟絯晐峐祴侅賅㨟胲䬵䶣䐩	古哀	dTA	keoj	qəj	qəj	kəi˧
388	裁	裁纔財才材䴭溨鼒𦬁	昨哉	PTA	dzeoj	dzəj	dzəj	dzəi˧
389	來	來萊郲騋崍斄𤦃𧳟猍淶鯠鶆䅘𣮉䋱庲㾢棶犛逨𪎂麳𤲓𪑚徠	落哀	ITA	leoj	ɫəj	ɫəj	ləi˧
390	烖	烖灾災𤆎栽哉𡿧𦸜𢦔𦳦渽睵	祖才	NTA	tseoj	tsəj	tsəj	tsəi˧
391	猜	猜偲睵䞗	倉才	OTA	tsheoj	tsʰəj	tsʰəj	tsʰəi˧
392	𤗏	𤗏㯁	扶來	CSA	boj	ᵬoj	boj	bu̯oi˧
393	胎	胎孡鮐台邰𧉟𩬠	土來	FTA	theoj	tʰəj	tʰəj	tʰəi˧
394	孩	孩咳頦㨟𧻲䠽䱺豥	戶來	jTA	gheoj	ʁəj	ʁəj	ɦəi˧
395	鰓	鰓揌粞䚡顋愢𪃄毢	蘇來	QTA	seoj	səj	səj	səi˧
396	皚	皚嵦敳㱯隑剴獃	五來	gTA	ngeoj	ɴəj	ɴəj	ŋəi˧
397	能	能㾍	奴來	HTA	neoj	nəj	nəj	nəi˧
398	𪒴	𪒴懛	丁來	ETA	teoj	təj	təj	təi˧
399	㹗	㹗	昌求	YyA	tjhu	tɕʰu	tɕʰu	tɕʰɨu˧
400	𡜊	𡜊	普才	BSA	phoj	ᵱʰoj	pʰoj	pʰu̯oi˧
401	真	眞甄振禛稹磌畛籈侲桭蒖唇㖘帪薽㲀	職鄰	XVA	tjin	tɕin	tɕin	tɕin˧
402	𤣆	𤣆胂縝	丑人	KVA	trhin	ʈʰin	ʈʰin	ʈʰin˧
403	因	因茵鞇禋𥛛闉駰湮烟氤絪垔陻㘻堙洇姻婣諲裀𦎣歅㧢	於真	hVA	qin	ʔin	ʔin	ʔin˧
404	新	新辛薪	息鄰	QVA	sin	sin	sin	sin˧
405	辰	辰晨䢅敐宸鷐麎桭茞屒臣䢻䣅	植鄰	ZVA	djin	dʑin	dʑin	dʑin˧
406	仁	仁朲人	如鄰	cVA	njin	ɲin	ɲin	ȵin˧
407	神	神晨	食鄰	bVA	zjin	ʑin	ʑin	ʑin˧
408	親	親寴𡪔	七人	OVA	tshin	tsʰin	tsʰin	tsʰin˧
409	礥	礥𧥺㘋	下殄	jgB	ghenq	ʁén	ʁén	ɦen˧˥
410	申	申伸紳娠呻𣢘𠲳眒胂㑗𩉼𣇗身柛䰠訷	失人	aVA	sjin	ɕin	ɕin	ɕin˧
411	賓	賔𧶉濱檳䚔顮儐鑌矉𩴱	必鄰	AVA	pin	pin	pin	pin˧
412	㷠	㷠燐鄰轔嶙粼磷疄麟麐鱗璘駗翷𧲂瞵獜驎壣𩻜鏻繗潾	力珍	IVA	lin	lin	lin	lin˧
413	𥎊	𥎊㨷堇墐魿	巨巾	fVE	gyin	ɡɹin	ɡɹin	ɡɣin˧
414	珍	珍鎭塡	陟鄰	JVA	trin	ʈin	ʈin	ʈin˧
415	陳	陳敶䍶趁塵	直珍	LVA	drin	ɖin	ɖin	ɖin˧
416	津	津𦩨璡濜𦘔	將鄰	NVA	tsin	tsin	tsin	tsin˧
417	瞋	瞋嗔謓䐜𣞟縝	昌真	YVA	tjhin	tɕʰin	tɕʰin	tɕʰin˧
418	秦	秦螓𤚩	匠鄰	PVA	dzin	dzin	dzin	dzin˧
419	寅	寅夤𦟘蔩螾𡐔	翼真	lVA	jin	jin	jin	jin˧
420	紉	紉	女鄰	MVA	nrin	ɳin	ɳin	ɳin˧
421	繽	繽䎙𩴱𢣐𩰝	匹賓	BVA	phin	pʰin	pʰin	pʰin˧
422	頻	頻蘋薲嬪㰋玭蠙獱顰𧭹嚬𩴱𦇖𡤉	符真	CVA	bin	bin	bin	bin˧
423	銀	銀㹞狺䖜檭鄞圁誾訔嚚䓄珢䴦垠𪛊泿	語巾	gVE	ngyin	ŋɹin	ŋɹin	ŋɣin˧
424	巾	巾	居銀	dVE	kyin	kɹin	kɹin	kɣin˧
425	麏	麏麇麕頵莙汮	居筠	dVM	kuin	kɹwin	kɹwin	kʷɣin˧
426	筠	筠囩縜荺	爲贇	kVI	uin	wɹin	wɹin	ɦʷin˧
427	囷	囷箘箟輑𧋕峮𡈋	去倫	eVM	khuin	kʰɹwin	kʰɹwin	kʰʷɣin˧
428	珉	珉岷罠閩緡䪸笢旻旼𤸅闅汶㨉忞盿䁕鍲𪃯鈱	武巾	DVE	myin	mɹin	mɹin	mɣin˧
429	貧	貧𡧋	符巾	CVE	byin	bɹin	bɹin	bɣin˧
430	𪔗	𪔗鼘駰	於巾	hVE	qyin	ʔɹin	ʔɹin	ʔɣin˧
431	贇	贇奫頵蝹	於倫	hVM	quin	ʔɹwin	ʔɹwin	ʔʷɣin˧
432	彬	彬斌份玢豳邠汃霦㻞𥇖攽虨砏	府巾	AVE	pyin	pɹin	pɹin	pɣin˧
433	民	民闅䁕泯怋	彌鄰	DVA	min	min	min	min˧
