小韻號	廣韻對應小韻號	代表字	全部字	反切
2198	2337	驅	驅	匡遇
2199	2338	𦼈	𦼈䐢	蒭注
2200	2340	尠	尠	思句
2201	2342	暮	暮墓慕募慔	莫故
2202	2343	渡	渡𣀇鍍度𥯖	徒故
2203	2344	路	路露潞輅璐賂鷺簬虂㿖	洛故
2204	2345	妬	妬秅奼𦘴𤴱㓃蠹殬	當故
2205	2346	菟	菟吐兔鵵	湯故
2206	2347	顧	顧雇稒故酤痼固錮棝	古暮
2207	2348	誤	誤寤忤迕晤悟梧逜	吾故
2208	2349	護	護瓠嫭婟互濩枑䇘冱擭頀鱯𦬚䨼韄𦊂	胡故
2209	2350	訴	訴泝愬嗉素𤢘傃	蘇故
2210	2351	祚	祚胙阼𧃘飵䖕秨	昨故
2211	2352	笯	笯奴	乃故
2212	2353	布	布圃抪𠜙𧉩	博故
2213	2354	汙	汙惡䛩	烏故
2214	2355	怖	怖鋪誧𤸵	普故
2215	2356	厝	厝措醋錯㳻	倉故
2216	2357	袴	袴庫胯䔯趶	苦故
2217	2358	捕	捕哺步鞴餔䱁荹䒀𩣝鮬	薄故
2218	2422	泰	泰忲太	他蓋
2219	2423	蓋	蓋丐	古太
2220	2424	艾	艾𧰿鴱	五蓋
2221	2425	藹	藹壒馤靄𣋞堨䔽𪕭	於蓋
2222	2426	㮏	㮏柰㲡	奴帶
2223	2427	大	大汏軑釱䲦	徒蓋
2224	2428	害	害妎夆	胡蓋
2225	2429	帶	帶跢艜㯂	都蓋
2226	2430	貝	貝沛狽㸬𥄔𣬪䟺芾茷鋇䰽	博蓋
2227	2431	霈	霈㤄	普蓋
2228	2432	會	會禬繪	黃帶
2229	2433	兌	兌𩊭𨦣綐	杜會
2230	2434	儈	儈膾襘禬檜旝澮鄶廥𢶒䯤	古兌
2231	2435	最	㝡最𧎹	作會
2232	2436	𧬨	𧬨噦翽鐬	虎外
2233	2437	𥢶	𥢶	苦會
2234	2438	酹	酹㲕䬽頪㱻	郎外
2235	2439	外	外	吾會
2236	2440	祋	祋	丁外
2237	2441	懀	懀薈瞺䵳	烏外
2238	2442	蕞	蕞	在外
2239	2444	襊	襊	七會
2240	2445	旆	旆䟺軑	薄蓋
2241	2446	礚	磕䳚轄愒𥎆㪡𨝕	苦蓋
2242	2447	蔡	蔡𪇭	七蓋
2243	2448	賴	賴籟癩瀨糲䄤犡䲚藾籟䓶㸊	落蓋
2244	2449	餀	餀	海蓋
2245	2450	娧	娧娧	他外
2246	2451	眜	眛	忘艾
2247	2444	㝮	𥨢	千外
2248	2441	濊	濊	烏鱠
2249	2361	霽	霽隮濟擠躋	子計
2250	2362	帝	帝諦嚏柢蔕螮䢑𦨢靪腣奃偙摕梊䟡骶蝭趆	都計
2251	2363	嚌	嚌劑穧𪊆眥懠䐡	在計
2252	2364	替	替剃䎮洟𡲕达薙涕𥫵𣧂	他計
2253	2365	第	第遰髢締睇悌娣禘釱鷤棣杕踶𧡨慸逮墆摕𧫚鯷𪂿	特計
2254	2366	砌	砌切𥉻䏅	七計
2255	2367	細	細些栖壻𣳦	蘇計
2256	2368	詣	詣羿睨栺盻𧡎甈	五計
2257	2369	計	計係繼繫葪髻𨜒檵蘻轚檕𧓓割	古詣
2258	2370	蒵	蒵䐼系妎禊盻䦏瘈	胡計
2259	2371	契	契栔䏿𢢞𡢖䫔𢾥𦩣蟿	苦計
2260	2372	翳	翳曀㾜枍㙠殪医瞖豷㙪𧬇㝣殹	於計
2261	2373	謎	謎㩢	莫計
2262	2374	閉	閉嬖箅㪏	博計
2263	2375	慧	慧憓潓惠蟪蕙橞譿鏸𦒎儶	胡桂
2264	2376	桂	桂昋筀𤱾𣧎	古惠
2265	2377	嚖	嚖㬩	虎惠
2266	2378	𡠌	媲睥𣴪濞	匹計
2267	2379	薜	薜䥍𨢡	薄計
2268	2380	麗	麗丽戾隸儷盭劙唳蜧䓞㑦沴荔捩䅀蜦䕻䬅𣟌䚕涖𥉆悷廲攦	魯帝
2269	2366	妻	妻摖	七計
2270	2382	泥	泥濘	奴細
2271	2383	㰥	㰥㚛殢	呼計
2272	2384	祭	祭際穄鰶䰏㦣穧	子例
2273	2385	歲	歲㨹繐	相芮
2274	2386	衞	衛轊璏𥶽𤜂𧲔	爲劌
2275	2387	芮	芮汭枘	而銳
2276	2388	贅	贅𠭥	之芮
2277	2389	𠻜	啐	山芮
2278	2390	毳	毳韢脆帨涗𧑎㓹㯔𤂳𣃍𡪣	此芮
2279	2391	銳	銳叡𦲮蜹銴	以芮
2280	2392	綴	綴醊畷輟	陟衞
2281	2393	稅	稅說裞蛻涗䬽	舒芮
2282	2394	弊	弊斃幣獘	毗祭
2283	2395	㯔	㯔竁	楚歲
2284	2396	篲	篲鏏槥轊	囚歲
2285	2397	蔽	蔽鄨鷩	必袂
2286	2398	劌	劌鱖𠜾	居衞
2287	2399	袂	袂	彌弊
2288	2400	㡜	㡜鎩蔱	所例
2289	2401	掣	掣瘛痸㹞銐懘	尺制
2290	2402	制	制𦜗洌製䎺晢㝂浙䇽䩢䭁𤴟迣	職例
2291	2403	逝	逝觢噬誓莁澨銴𧻸	時制
2292	2404	曳	曳裔𤤺勩洩栧𤵺䎈𢘽䛖𩊒𢂼䇩𧙟㖂䕍𦻜	餘制
2293	2405	䋵	䋵瘞餲䔽	於𦋺
2294	2406	藝	藝蓺䆿槸褹	魚祭
2295	2407	滯	滯彘璏𦭮蹛	直例
2296	2408	例	例厲礪勵禲癘濿鮤蠣櫔𩧃㤡栵䮋巁𤛶	力制
2297	2409	憩	憩𢢖䔾𡳅	去例
2298	2410	世	世勢𧴳	舒制
2299	2411	猘	猘罽瀱訐蘮𣯅	居厲
2300	2412	㿃	㿃	竹例
2301	2413	偈	偈	其憩
2302	2414	啜	啜	市芮
2303	2415	跩	跇傺䀸慸䚢揥𢘽𨂰𧼪	丑勢
2304	2417	㓷	㓷	牛例
2305	2418	蕝	蕝㨹	子芮
2306	2453	卦	卦挂詿	古賣
2307	2454	懈	懈解廨薢	古隘
2308	2455	隘	隘㿄	烏懈
2309	2456	邂	邂解	胡薢
2310	2457	賣	賣	莫懈
2311	2458	畫	畫詿絓澅黊纗孈	胡卦
2312	2459	差	差衩	楚懈
2313	2460	睚	睚	五懈
2314	2461	謑	謑	許懈
2315	2463	粺	粺稗𪐄	傍卦
2316	2464	㾹	㾹眦柴	士懈
2317	2465	派	派𥿯𣎵㵺	匹卦
2318	2466	債	債	側賣
2319	2467	𡢖	𡢖𨛖	苦賣
2320	2468	曬	曬𣲌	所賣
2321	2469	諣	諣	呼卦
2322	2471	䐱	䐱	竹賣
2323	2470	㠔	㠔	方賣
2324	2462	𢈕	庍	方卦
2325	2472	怪	怪𣀩𥑋㧔𡌪蔽	古懷
2326	2473	噫	噫呃	烏界
2327	2474	瘵	瘵𨝋祭	側界
2328	2475	誡	誡戒界介届疥玠㝏㠹砎魪𩡺衸𧜅悈丰几价𢂵䯰	古拜
2329	2476	褹	褹	女界
2330	2477	譮	譮𧭡噧	許界
2331	2478	械	械薤㒠𠏪韰䦏䚸	胡界
2332	2479	𦗐	𦗐忦	五界
2333	2480	蒯	蒯嘳喟䈛㕟簣	苦懷
2334	2481	拜	拜扒	博怪
2335	2482	湃	湃浿	普拜
2336	2483	壞	壞蘾	胡怪
2337	2484	聵	聵𩔀	五拜
2338	2485	憊	憊韛䢙排	蒲界
2339	2486	䀛	䀛𩎟	莫拜
2340	2488	鎩	鎩𧜁殺	所拜
2341	2489	烗	烗	客界
2342	2490	顡	顡	知怪
2343		瘥	瘥	楚介
2344	2491	夬	夬獪	古邁
2345	2492	快	快噲	苦夬
2346	2493	邁	邁勱	莫話
2347	2494	話	話	下快
2348	2495	敗	敗唄	薄邁
2349	2496	䵳	䵳䶐	烏夬
2350	2497	嘬	嘬䴝	楚夬
2351	2498	芥	芥𩡺犗	古邁
2352	2499	蠆	蠆	丑芥
2353	2500	喝	喝餲	於芥
2354	2501	𠱡	𠱡	所芥
2355	2504	咶	咶	火夬
2356	2503	䜕	䜕	火芥
2357	2506	啐	啐	倉快
2358	2509	隊	隊䨴薱𩐌濧鐓䃍憝	徒對
2359	2510	佩	佩珮孛鄁偝誖悖𤜲	薄背
2360	2511	妹	妹昧每痗眛瑁黴莓脢	莫佩
2361	2512	配	配朏嶏妃	普佩
2362	2513	誨	誨悔晦𠧩靧詯𩔁𣼐耗	荒佩
2363	2514	對	對碓轛	都佩
2364	2515	倅	倅淬焠啐䃀	七碎
2365	2516	脺	晬祽綷𢃒捘夎	子對
2366	2517	𩱽	𩲄㕈	烏繢
2367	2518	退	退𡯵埭	他繢
2368	2519	憒	憒幗刉	古對
2369	2520	潰	潰繢嬇殨闠迴膭僓䜋䛛螝	胡對
2370	2521	塊	塊堁	苦對
2371	2522	碎	碎誶啐繀	蘇對
2372	2523	内	內	奴對
2373	2524	纇	纇耒儽攂蘱礧㔣䒹錑䣂䣂	盧對
2374	2525	背	背軰	補配
2375	2526	磑	磑	五對
2376	2528	代	代岱黛埭逮帒瑇靆甙䣧酨	徒戴
2377	2529	載	載再𩛥𨚵	作代
2378	2530	䆀	䆀𤲰脄	莫代
2379	2531	賽	賽簺塞𢞝	先代
2380	2532	貸	貸儓態	他代
2381	2533	漑	溉槩𠌰扢摡	古礙
2382	2534	慨	慨愾欬鎧嘅闓	苦愛
2383	2535	礙	礙閡儗𢣕𥝌懝	五愛
2384	2536	愛	愛曖靉薆僾皭	烏代
2385	2537	瀣	瀣㤥劾菦	胡愛
2386	2538	耐	耐鼐螚耏能	奴代
2387	2539	戴	戴	都代
2388	2540	賚	賚萊睞䚅誺㾢逨	洛代
2389	2541	菜	菜埰棌䰂䐆	倉代
2390	2542	載	載裁𣿐	在代
2391	2544	廢	廢癈𤼺橃祓𥳊䉬䚨	方肺
2392	2545	肺	肺杮䑔	芳廢
2393	2546	穢	穢薉濊饖䮹	於肺
2394	2547	吠	吠茷鼣	符廢
2395	2421	喙	喙𤸁餯	許穢
2396	2549	𤜂	𤜂	巨穢
2397	2550	刈	刈乂㣻䖊	魚肺
2398		瞥	瞥	孚吠
2399	2420	𥏙	𥏙	丘吠
2400	2551	震	震䳲振賑娠袗䢻𩒉挋	職刃
2401	2552	信	信迅訊䪿阠汛卂	息晉
2402	2555	遴	遴吝悋磷閵𥳞燐藺躙疄瞵䉮撛𨴙𧖔𧶆𩕔	力晉
2403	2553	忍	忍刃認肕仞韌軔賑訒杒牣𢂻	而晉
2404	2554	胤	胤酳靷引𨌿䏖鈏濥	与晉
2405	2569	疹	疹趁	丑刃
2406	2568	印	印鮣𣱐	於刃
2407	2556	儐	儐擯殯鬢䚔覕	必刃
2408	2557	陣	陣診𨳏敶	直刃
2409	2558	慎	慎	是刃
2410	2559	眒	眒	式刃
2411	2560	菣	菣𧼒	去刃
2412	2561	賮	賮燼藎璶	似刃
2413	2562	憖	憖猌	魚覲
2414	2563	晉	晉搢縉䗯進	即刃
2415	2565	鎮	鎮	陟刃
2416	2564	釁	釁衅	許覲
2417	2566	僅	僅覲墐殣瑾饉廑瘽㝻	渠遴
2418	2567	櫬	櫬嚫瀙齓儭	初遴
2419		韻	韻	爲捃
2420	2575	峻	峻濬浚陖迅鵕晙𢏤𧸩迿	私閏
2421	2576	殉	殉徇侚	辝閏
2422	2577	儁	擕晙餕畯駿㕙寉焌𦴌𪕞	子峻
2423	2578	舜	舜蕣鬊瞬	施閏
2424	2574	稕	稕諄𥇜訰	之閏
2425	2579	閏	閠潤	如舜
2426	2580	順	順	食閏
2427	2570	𣎵	𣎵	匹刃
2428	2571	親	親寴瀙	七刃
2429	2573	呁	呁𧥺	九峻
2430		攈	攈捃	居韻
2431	2581	問	問璺汶紊絻莬	無運
2432	2582	運	運暈餫䩵鄆䚋𤸫	云問
2433	2583	訓	訓臐薫鐼	許運
2434	2584	湓	湓忿瀵	匹問
2435	2585	糞	糞僨奮𡊅㱵	府問
2436	2586	醖	醖愠緼藴	於問
2437	2587	捃	捃皸𧱝	居運
2438	2588	郡	郡	渠運
2439	2589	分	分㿎坋秎	扶問
2440	2590	焮	焮㾙脪	許靳
2441	2591	靳	靳	居焮
2442	2592	近	近	巨靳
2443	2593	傿	傿濦𢷍㡥	於靳
2444	2594	垽	沂	語靳
2445	2595	願	願愿傆願	魚怨
2446	2596	怨	怨䛄	於願
2447	2597	販	販	方怨
2448	2598	劵	劵絭勸韏	去願
2449	2599	万	万萬輓蔓曼脕䡬㿸𨞼贎	無販
2450	2600	𩚳	𩚳閞𥹇	符万
2451	2601	㛯	㛯㽹𨠒𡗹㤆㪻汳𣀔娩奿	芳万
2452	2602	建	建	居万
2453	2603	堰	堰鄢䞁嫣	於建
2454	2604	憲	憲獻𧾨	許建
2455	2606	健	健	渠建
2456	2605	楦	楦韗	許勸
2457	2611	𢍶	㪻	居願
2458	2608	遠	遠	于万
2459	2609	𤬝	甗鬳	語堰
2460	2610	𡈕	𡈕	臼万
2461	2612	慁	慁溷俒㥵	胡困
2462	2613	頓	頓扽	都困
2463	2614	巽	巽潠遜愻	蘇困
2464	2615	困	困𩒱涃	苦悶
2465	2616	嫩	嫰腝抐	奴困
2466	2618	悶	悶懣	莫困
2467	2619	鐏	鐏臶	在困
2468	2620	睔	睔琯睴㴫	古鈍
2469	2621	噴	噴	普悶
2470	2622	鈍	鈍遁鶨	徒困
2471	2617	搵	揾䭡	烏困
2472	2623	寸	寸䍎	倉困
2473	2624	坌	坌坋	蒲悶
2474	2625	顐	顐饐	五困
2475	2626	論	論	盧寸
2476	2630	恨	恨	胡艮
2477	2631	艮	艮詪	古恨
2478	2632	䭓	饐	五恨
2479	2634	翰	翰捍扞鼾垾釬汗悍瀚閈𤿧駻雗螒忓㢨矸䮧㲦	胡旦
2480	2654	玩	玩忨妧	五段
2481	2655	段	段㱭椴	徒玩
2482	2656	亂	亂灓𢿢	落段
2483	2657	鍛	鍛腶碫斷𤦼踹	都亂
2484	2658	彖	彖褖	他亂
2485	2659	喚	喚煥奐渙𥈉喛𠿅	呼段
2486	2660	筭	筭蒜	蘇段
2487	2661	縵	縵幔漫𦔔獌墁𢿕	莫半
2488	2662	半	半絆姅𩢔㪵	博漫
2489	2663	判	判泮沜胖牉泮姅	普半
2490	2664	叛	叛𡞟畔	薄半
2491	2635	炭	炭歎𢾋㛶	他半
2492	2649	換	換逭肒垸漶	胡段
2493	2650	䂎	䂎鑽	子筭
2494	2651	惋	惋腕琬	烏段
2495	2652	貫	貫矔祼舘瓘罐灌鸛權鏆㷄懽爟錧遦冠觀悹悺婠	古段
2496	2653	竄	竄鑹爨	七亂
2497	2636	按	按案晏荌䢿䅁	烏旦
2498	2637	旦	旦疸鴠狚𢘇觛笪	得案
2499	2638	憚	憚彈僤	徒旦
2500	2639	旰	旰幹倝盰骭𧹳	古旦
2501	2640	岸	岸犴豻頇䮗𡹼㷳	五旦
2502	2641	侃	偘看衎靬刊	苦旦
2503	2642	漢	漢暵𤳉熯𡅽𤅩䎯厂	呼半
2504	2643	爛	爛瀾𢒞	盧旦
2505	2644	攤	攤灘難㬮𢆃	奴旦
2506	2645	粲	粲㛑𢂺璨	倉旦
2507	2646	繖	繖散𢽳帴	蘇旦
2508	2647	讃	讚贊酇饡趲灒㜺襸攢䰖	作幹
2509	2648	㜺	㜺	徂粲
2510	2665	偄	偄稬懦渜	乃亂
2511	2666	攅	攢	在翫
2512	2667	䥗	䥗䲌	口煥
2513	2668	諫	諫㵎鐗	古晏
2514	2669	鴈	鴈贗	五晏
2515	2670	晏	晏騴鷃䁙鴳	烏澗
2516	2671	訕	訕汕狦𦌔䴮	所晏
2517	2672	骭	骭	下晏
2518	2673	慢	慢謾縵㾺嫚釆	莫晏
2519	2675	患	患擐轘豢䍺槵繯	胡慣
2520	2676	慣	慣丱摜𠋪	古患
2521	2675	宦	宦	胡慣
2522	2677	㝈	㝈	山患
2523	2678	篡	篡	楚患
2524	2679	薍	薍	五患
2525	2681	襻	襻	普患
2526	2680	䗃	䗃棧𧮺輚轏虥	士諫
2527	2671	柵	柵	所晏
2528	2682	奻	奻	女患
2529	2683	鏟	鏟䴼羼	初鴈
2530	2672	娨	娨	下鴈
2531	2685	襇	襉𤜵閒	古莧
2532	2686	莧	莧藖	侯辦
2533	2687	辦	辧瓣	薄莧
2534	2688	盼	盼𥌊	匹莧
2535	2689	幻	幻	胡辨
2536		羼	羼	初莧
2537	2690	蔄	蔄	莫莧
2538	2691	袒	袒	丈莧
2539	2693	鱞	鰥丱	古盼
2540	2694	霰	霰先㪇𢊰汛	蘇見
2541	2695	蒨	蒨茜輤綪棈𢂺𧚫倩谸䍎	倉見
2542	2696	絢	絢㧦夐讂	許縣
2543	2697	縣	縣袨眩炫衒姰𩑹贙眴迿𩢺	黃練
2544	2698	睊	睊讂瓹罥𦌾懁𦁆䡓䣺獧㢾	古縣
2545	2699	電	電𪽌甸殿奠澱淀鈿佃寘	堂見
2546	2700	瑱	瑱滇	他見
2547	2701	練	練鍊浰揀楝㼑堜萰𣿊𣞰𤗛	落見
2548	2702	見	見鋻	古電
2549	2703	晛	晛㜣	奴見
2550	2704	俔	俔晵	苦見
2551	2705	現	現涀𨘇	戶見
2552	2706	硯	硯𤜵趼	五見
2553	2707	宴	宴讌驠燕嬿𥉛咽溎㬫	烏見
2554	2708	薦	廌薦𧲛	作見
2555	2756	遍	遍徧頨	博見
2556	2709	麪	麪瞑眄㴐衊𡧍	莫見
2557	2710	片	片䏒	普見
2558	2711	荐	荐袸	在見
2559	2712	䬼	䬼	烏縣
2560	2714	𩎌	𩎌	呼見
2561	2713	殿	殿唸	都見
2562	2704	䵖	䵖	口見
2563	2715	線	線	私箭
2564	2716	戰	戰顫	之膳
2565	2717	繕	繕鄯擅禪膳僐𤮜單	視戰
2566	2718	彥	彦喭甗諺	魚變
2567	2719	譴	譴俔晵	去戰
2568	2720	絹	絹狷鄄	吉掾
2569	2721	瑗	瑗媛援𨺋褑	王眷
2570	2722	面	面偭	彌戰
2571	2723	釧	釧	尺絹
2572	2724	掾	掾縁抁䬇	以絹
2573	2725	𩥇	𩥇襢	陟彥
2574	2726	𤲬	𤲬	人絹
2575	2727	箭	箭鬋葥濺籛榗煎	子賤
2576	2728	硟	硟	尺戰
2577	2729	扇	扇煽傓𧎥	式戰
2578	2730	躽	躽	於扇
2579	2731	眷	眷睠捲卷桊餋帣勬𧯦䖭	居倦
2580	2732	倦	倦𣜨僎𢍏䉵襈	渠卷
2581	2733	戀	戀㜻	力卷
2582	2734	猭	猭	丑戀
2583	2735	變	變	彼眷
2584	2736	𨏉	𨏉孿	所眷
2585	2737	縓	縓脠	七選
2586	2738	卞	卞拚弁汴閞匥㺕昪㝸	皮變
2587	2739	㳬	㳬鏇縼嫙	辝選
2588	2740	選	選𤂳𤂿䍻𦇗𦌻	息絹
2589	2741	饌	饌襈	士變
2590	2743	傳	傳	直戀
2591	2744	賤	賤餞	在線
2592	2745	羨	羨	似面
2593	2747	𢮨	𢮨	竪釧
2594	2746	騗	騗	匹扇
2595	2748	輾	輾	女箭
2596	2749	囀	囀傳	知戀
2597	2754	𥛁	䄐絭䠣	丘弁
2598	2750	衍	衍濥縯䢭𠻤	餘見
2599	2751	便	便	婢面
2600	2755	剸	剸	之囀
2601	2757	䐹	䐹	蘇弔
2602	2757	嘯	嘯	蘇弔
2603	2758	糶	糶眺趒覜咷窱鋽絩	他弔
2604	2759	弔	弔伄瘹釣窵	多䐹
2605	2760	叫	叫譥徼𢅎激	古弔
2606	2761	尿	尿	奴弔
2607	2762	藋	藋銚掉𥁮	徒弔
2608	2763	竅	竅𢶡	苦弔
2609	2764	𩕐	𩕐尥嫽料嘹鐐	力弔
2610	2765	顤	顤獟澆𪖐𠹑	五弔
2611	2766	𥦒	𡧮窈	於弔
2612	2767b	娎	娎	呼叫
2613	2768	笑	𥬇肖韒	私妙
2614	2769	照	照詔𨹸	之笑
2615	2770	曜	曜鷂搖覞𨙃𥌉𧭆趡筄䔄㞁	弋笑
2616	2771	要	要約	於笑
2617	2772	召	召	直笑
2618	2773	邵	邵劭𠣫召	寔曜
2619	2774	嶠	嶠轎	渠庿
2620	2775	剽	剽彯㬓漂僄慓䏇	匹笑
2621	2776	噍	噍誚劁譙趡	才笑
2622	2777	妙	妙	彌照
2623	2778	峭	峭篍	七笑
2624	2779	燎	燎尞鐐㙩療爒熮翏	力照
2625	2780	趬	趬𠿕	丘召
2626	2781	𧇠	𧇠	牛召
2627	2782	醮	醮釂皭潐𥟁僬䂃	子肖
2628	2783	廟	廟	眉召
2629	2784	驃	驃	毗召
2630	2785	少	少燒	失召
2631	2786	脁	祧	丑召
2632	2787	裱	裱	方庿
2633	2788	翹	翹	渠要
2634	2789	饒	饒	人要
2635		驃	驃	
2636		覞	覞	昌召
2637	2790	效	效校斆𣱓	胡教
2638	2791	教	教窖挍鉸酵覺	古孝
2639	2792	孝	孝哮涍嗃詨𡦲	呼教
2640	2793	罩	罩鵫	丁教
2641	2794	豹	豹爆	博教
2642	2795	敲	敲巧墽	苦教
2643	2796	貌	貌䡚𢚋𢅉緢	莫教
2644	2797	奅	奅炮窌拋	匹皃
2645	2798	趠	趠踔	褚教
2646	2799	稍	稍潲揱𨛍𦓴	所教
2647	2800	棹	棹	直教
2648	2801	橈	撓淖𠆴	奴効
2649	2802	抓	抓癄笊	側教
2650	2803	靤	靤鞄鉋皰	防孝
2651	2804	抄	抄觘罺	初教
2652	2807	巢	巢	仕稍
2653	2806	樂	樂	五教
2654	2805	拗	拗箹靿	乙罩
2655	2808	号	号𤩭號𧬁	胡到
2656	2809	導	導翿悼蹈盜纛燾䆃𠺛䊭𨱵䌦	徒到
2657	2810	到	到禱	都導
2658	2811	誥	誥郜縞告烄	古到
2659	2812	傲	傲𩓁鏊驁奡	五到
2660	2813	帽	帽𦒷芼眊瑁冒𥈆覒㲝䋃媢	莫報
2661	2814	嫪	嫪潦勞髝𣟽癆	盧到
2662	2815	操	操造慥鄵	七到
2663	2816	暴	暴瀑菢袌𤔣	薄報
2664	2817	報	報	博秏
2665	2818	漕	漕	在到
2666	2819	奥	奥䐿懊𩟇隩燠墺䜒𨱩𩼈	烏到
2667	2820	喿	喿譟瘙𩫦埽	蘇到
2668	2821	𩝝	𩝝靠䯪	苦到
2669	2822	竈	竈躁趮	則到
2670	2823	秏	秏好	呼到
2671		韜	韜	他到
2672	2824	腦	腦臑𩬱	奴到
2673	2825	箇	箇	古賀
2674	2826	賀	賀袔	何箇
2675	2827	佐	佐左𠡃㝾袏	作箇
2676	2828	跢	跢癉哆痑	丁佐
2677	2829	邏	邏𧟌	盧箇
2678	2830	坷	坷軻㪃	口佐
2679	2831	餓	餓	五箇
2680	2842	播	播簸譒	補箇
2681	2850	貨	貨	呼臥
2682	2848	臥	卧	吳貨
2683	2833	奈	奈	奴箇
2684	2839	挫	挫夎侳	則臥
2685	2844	磨	磨塺摩	莫箇
2686	2843	剉	剉銼莝	麁臥
2687	2845	愞	愞堧稬𤲬	乃臥
2688	2838	和	和俰盉	胡臥
2689	2841	唾	唾毻蛻𧝍	託臥
2690	2837	過	過划𧒖	古臥
2691	2846	破	破頗	普臥
2692	2858	涴	浣汙堁踒	烏臥
2693	2851	惰	惰𧝍	徒臥
2694	2832	馱	馱	唐佐
2695	2840	課	課髁敤	苦臥
2696	2853	䇔	䇔䌴㱻𡰠	郎過
2697	2854	桗	𣑫㛊	丁過
2698	2856	䐝	䐝	先臥
2699	2857	侉	侉	烏佐
2700	2836	拖	拖	吐邏
2701	2834	些	些	蘇箇
2702	2847	坐	坐座	在臥
2703	2855	磋	磋	七箇
2704	2835	㰤	㰤	呼箇
2705	2859	禡	禡榪鬕㾺䣕罵䧞	莫駕
2706	2860	駕	駕稼嫁瘕架𢱈價假𦙺幏	古訝
2707	2861	亞	亞俹㰳婭𣇩襾	烏訝
2708	2862	嚇	嚇𦉑唬𧪹㙤煆	呼訝
2709	2863	迓	迓訝犽	吾駕
2710	2864	詫	詫	丑亞
2711	2865	吒	吒奼灹䒲	陟訝
2712	2866	詐	詐𥰾	側訝
2713	2867	乍	乍䄍詐夎溠	鋤駕
2714	2868	謝	謝榭㴬	似夜
2715	2869	髂	髂疴㰤	口訝
2716	2870	睱	睱夏下	胡訝
2717	2871	褯	褯藉䤳	慈夜
2718	2872	夜	夜射鵺	以謝
2719	2873	䞣	䞣	充夜
2720	2874	蝑	蝑卸䉣	司夜
2721	2875	柘	柘鷓䗪炙蔗嗻	之夜
2722	2876	唶	唶借	子夜
2723	2877	舍	舍騇赦涻	始夜
2724	2878	射	射麝	神夜
2725	2879	霸	霸灞靶弝	博駕
2726	2880	帊	靶怕	芳霸
2727	2881	摦	摦㕦樺華檴	胡化
2728	2882	化	化𩲏𠤎諣	霍霸
2729	2883	跨	跨	苦化
2730	2884	誜	誜	所化
2731	2885	𤝡	𤝡鮊杷	白駕
2732	2886	䏧	䏧挐	乃亞
2733	2887	笡	笡	淺謝
2734	2888	沙	沙廈	色亞
2735	2889	坬	坬𧬮	古罵
2736	2892	窳	窳	烏坬
2737	2890	塗	塗䖳䅊	徒嫁
2738	2891	瓦	瓦	五化
2739	3104	勘	勘䘓𪉦埳	苦紺
2740	3105	紺	紺淦𧆐	古暗
2741	3106	憾	憾琀浛唅䐄	下紺
2742	3107	暗	暗闇醃	烏紺
2743	3108	僋	僋撢㐁傝䐺憛誩	他紺
2744	3109	俕	俕	蘇紺
2745	3112	儑	儑	五紺
2746	3110	謲	謲參㽩	七紺
2747	3111	醰	醰贉䘓瞫	徒紺
2748	3113	馾	馾	丁紺
2749	3117	撍	撍	祖紺
2750	3115	僋	僋	郎紺
2751	3116	䫲	䫲	呼紺
2752	3114	妠	妠	奴紺
2753	3118	闞	闞瞰𪊇喊	苦濫
2754	3119	濫	濫㔋𨣨纜爁㜮嚂灆	盧瞰
2755	3120	睒	睒𪊇䀡澉	吐濫
2756	3121	𪉦	𪉦鹹	公蹔
2757	3122	𧵊	𧵊䖔	呼濫
2758	3123	憨	憨㺖譀覽䗣	下瞰
2759	3124	憺	憺澹腅淡	徒濫
2760	3125	暫	暫鏨	慙濫
2761	3126	擔	擔甔	都濫
2762	2893	漾	漾恙羕颺煬㨾眻諹䭐養	餘亮
2763	2894	亮	亮諒掠悢緉㹁兩𩗬哴	力讓
2764	2895	狀	狀	鋤亮
2765	2896	讓	讓攘懹欀	如狀
2766	2897	餉	餉傷向慯	式亮
2767	2898	帳	帳脹涱	陟亮
2768	2899	悵	悵暢鬯韔𦿄脹𥠴	丑亮
2769	2900	向	向珦𧬰曏嚮䦳	許亮
2770	2901	仗	仗長瓺畼䩨	直亮
2771	2902	釀	釀䖆	女亮
2772	2903	匠	匠𪀘䞪	疾亮
2773	2904	障	障嶂墇瘴	之亮
2774	2905	尚	尚上償	常亮
2775	2906	壯	壯裝𣴣	側亮
2776	2907	怏	怏䬬詇㿮	於亮
2777	2908	弶	弶	其亮
2778	2909	唱	唱	昌亮
2779	2910	創	創愴凔	初亮
2780	2911	醬	醬將	即亮
2781	2912	𨋕	𨋕仰	語向
2782	2913	訪	訪妨	敷亮
2783	2914	妄	妄望忘𧫢汒	武放
2784	2915	況	況𣍦貺	許妨
2785	2916	誑	誑俇	九忘
2786	2917	迋	迋旺王㤮	于放
2787	2918	放	放舫趽鴋	府妄
2788	2919	相	相	息亮
2789	2924	防	防	扶浪
2790	2920	殭	疆	居亮
2791	2921	唴	唴䁁羻	丘亮
2792	2922	蹡	蹡	七亮
2793	2923	狂	狂	渠放
2794	2925	宕	宕踼碭逿𦿆	杜浪
2795	2926	浪	浪閬埌䕞蒗	郎宕
2796	2927	吭	吭行	下浪
2797	2928	盎	盎醠	阿浪
2798	2929	枊	枊	五浪
